locationId,clinicName,Address,postalCode,medications,procedures
908,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amlodipine; Simvastatin,Endoscopy; Physiotherapy; Health Screening
909,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Metformin; Salbutamol; Paracetamol; Ibuprofen; Lisinopril,X-Ray; Blood Test; Physiotherapy
910,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin; Paracetamol,Minor Surgery; Health Screening; Wound Dressing; ECG
911,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Paracetamol; Omeprazole,Vaccination
912,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Salbutamol; Atorvastatin; Simvastatin,Blood Test; Vaccination; ECG
913,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin; Lisinopril; Amlodipine; Omeprazole,Physiotherapy; Vaccination
914,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Metformin; Atorvastatin; Paracetamol,X-Ray; Physiotherapy
915,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amoxicillin; Ibuprofen,Minor Surgery; Blood Test
916,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin,Minor Surgery; Endoscopy; Ultrasound; X-Ray
917,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Lisinopril; Salbutamol,Minor Surgery; ECG; Ultrasound
918,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Ibuprofen; Atorvastatin; Simvastatin; Lisinopril; Metformin,ECG; X-Ray
919,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Simvastatin,Ultrasound; Physiotherapy; Health Screening; Wound Dressing; Endoscopy
920,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Lisinopril; Omeprazole; Paracetamol; Atorvastatin; Amlodipine,Blood Test; Ultrasound; Physiotherapy
921,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amlodipine; Amoxicillin,Vaccination; Ultrasound; X-Ray; Blood Test; Wound Dressing
922,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Metformin,Health Screening; Endoscopy; Wound Dressing; ECG; Physiotherapy
923,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin; Omeprazole; Amoxicillin; Lisinopril; Ibuprofen,Ultrasound; X-Ray; Minor Surgery
924,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Paracetamol; Atorvastatin,Physiotherapy; Vaccination; Endoscopy
925,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Atorvastatin,Vaccination; Blood Test; Physiotherapy; Minor Surgery
926,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Simvastatin,Physiotherapy; Health Screening; Endoscopy
927,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Simvastatin; Lisinopril; Metformin,Health Screening; Minor Surgery; X-Ray; Physiotherapy; Blood Test
928,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Salbutamol; Omeprazole,Ultrasound; Minor Surgery
929,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin,Health Screening; Blood Test; ECG
930,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Paracetamol; Omeprazole; Simvastatin; Metformin,Minor Surgery
931,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amlodipine; Metformin; Amoxicillin,Wound Dressing; Blood Test; Physiotherapy; Ultrasound; Endoscopy
932,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Salbutamol; Atorvastatin; Amlodipine,Physiotherapy; Wound Dressing
933,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Amoxicillin; Omeprazole; Atorvastatin; Amlodipine; Lisinopril,Physiotherapy; Wound Dressing; Vaccination; X-Ray
934,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin; Omeprazole; Simvastatin; Salbutamol; Amlodipine,Wound Dressing; Endoscopy; Ultrasound
935,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Salbutamol; Metformin; Atorvastatin; Ibuprofen; Amoxicillin,Wound Dressing
936,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Metformin,X-Ray
937,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin; Amlodipine,ECG; Vaccination; Wound Dressing; Minor Surgery; Physiotherapy
938,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amlodipine; Atorvastatin; Lisinopril; Paracetamol; Amoxicillin,Vaccination
939,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Omeprazole,Minor Surgery; Health Screening; Ultrasound; ECG
940,The Clinic Group,1 Raffles Quay #09-02,048583,Lisinopril; Metformin; Salbutamol; Omeprazole; Simvastatin,Vaccination
941,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Paracetamol; Amlodipine,Blood Test; Ultrasound; Wound Dressing; ECG
942,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen,Wound Dressing; Physiotherapy
943,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Paracetamol,Endoscopy; Wound Dressing; X-Ray; Vaccination; Physiotherapy
944,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Simvastatin; Amoxicillin,Endoscopy
945,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Amlodipine; Amoxicillin,Ultrasound; ECG; Vaccination; Blood Test
946,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amlodipine; Metformin; Omeprazole,Vaccination
947,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amlodipine; Ibuprofen; Omeprazole; Atorvastatin; Simvastatin,Physiotherapy; Ultrasound
948,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Paracetamol; Amlodipine; Lisinopril; Simvastatin; Salbutamol,Endoscopy; Vaccination; ECG
949,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Salbutamol; Simvastatin; Amoxicillin; Omeprazole,Ultrasound
950,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Paracetamol; Atorvastatin; Omeprazole; Amoxicillin,X-Ray
951,The Clinic Group,1 Raffles Quay #09-02,048583,Metformin,ECG; X-Ray
952,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen,Ultrasound; Blood Test; Minor Surgery; Physiotherapy; Vaccination
953,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Salbutamol,Ultrasound; X-Ray; Health Screening
954,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amlodipine; Amoxicillin; Metformin; Omeprazole; Paracetamol,ECG
955,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Salbutamol; Ibuprofen,Endoscopy; Physiotherapy; ECG; Vaccination
956,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Paracetamol; Lisinopril; Atorvastatin; Amoxicillin,Endoscopy; Health Screening; Ultrasound
957,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Metformin; Ibuprofen; Simvastatin,Vaccination; Endoscopy; Ultrasound; Minor Surgery
958,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Atorvastatin; Lisinopril; Simvastatin; Metformin; Paracetamol,Endoscopy
959,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amlodipine; Lisinopril; Paracetamol; Ibuprofen,Health Screening; Physiotherapy
960,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Metformin; Atorvastatin; Ibuprofen,Health Screening; Ultrasound
961,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin; Amoxicillin,ECG
962,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin; Omeprazole,Endoscopy; Wound Dressing; ECG; Minor Surgery; X-Ray
963,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Metformin; Atorvastatin,Physiotherapy; Ultrasound; Endoscopy; X-Ray
964,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amoxicillin; Ibuprofen,ECG
965,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Ibuprofen; Amlodipine; Lisinopril; Omeprazole; Metformin,ECG
966,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Atorvastatin; Paracetamol; Salbutamol; Ibuprofen,Minor Surgery; Vaccination; Ultrasound; Blood Test
967,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Salbutamol,Blood Test; Endoscopy; Vaccination; Ultrasound; Wound Dressing
968,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Atorvastatin; Salbutamol; Amoxicillin,X-Ray; Physiotherapy; Wound Dressing
969,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol; Atorvastatin; Amlodipine; Salbutamol,Physiotherapy; Endoscopy; Vaccination
970,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Lisinopril; Amlodipine; Salbutamol; Paracetamol; Ibuprofen,Physiotherapy; Wound Dressing; Endoscopy; X-Ray
971,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Omeprazole,Blood Test; X-Ray; Ultrasound; Wound Dressing
972,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen; Metformin; Omeprazole; Atorvastatin,X-Ray; Blood Test
973,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Simvastatin; Paracetamol; Omeprazole,Health Screening; Physiotherapy; Ultrasound
974,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Metformin,Minor Surgery; Vaccination; Health Screening; X-Ray; Wound Dressing
975,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Salbutamol; Atorvastatin; Metformin; Amlodipine,Minor Surgery; Endoscopy; Ultrasound; Wound Dressing; Vaccination
976,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Omeprazole; Metformin; Ibuprofen,Ultrasound; X-Ray; Vaccination; Wound Dressing; Blood Test
977,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Ibuprofen; Atorvastatin; Omeprazole; Salbutamol,Vaccination; Endoscopy
978,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen,Ultrasound; X-Ray
979,The Clinic Group,1 Raffles Quay #09-02,048583,Amlodipine; Simvastatin; Omeprazole,Endoscopy; Vaccination; Health Screening
980,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Atorvastatin; Omeprazole; Metformin,Ultrasound; Physiotherapy; ECG
981,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Amlodipine; Metformin; Omeprazole; Simvastatin; Ibuprofen,Physiotherapy; Vaccination; Ultrasound; Blood Test; Minor Surgery
982,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol,Wound Dressing
983,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Paracetamol; Salbutamol,Wound Dressing; X-Ray; Blood Test
984,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Salbutamol,X-Ray; Minor Surgery; ECG; Ultrasound
985,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Salbutamol; Atorvastatin,Endoscopy; Blood Test
986,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Ibuprofen; Atorvastatin; Omeprazole; Amlodipine; Lisinopril,X-Ray; Minor Surgery
987,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Salbutamol; Paracetamol; Amoxicillin,Health Screening; Endoscopy; Blood Test
988,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Metformin,Minor Surgery; Endoscopy; Blood Test; Wound Dressing; Physiotherapy
989,The Clinic Group,1 Raffles Quay #09-02,048583,Simvastatin; Metformin,Endoscopy; Ultrasound
990,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Atorvastatin,Ultrasound; Health Screening; Physiotherapy; Blood Test
991,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol,X-Ray; Wound Dressing; Minor Surgery; Vaccination; ECG
992,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Ibuprofen,Health Screening; Vaccination; Ultrasound; Endoscopy
993,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Simvastatin; Salbutamol; Paracetamol; Ibuprofen; Lisinopril,ECG; Vaccination; Ultrasound; Blood Test; Physiotherapy
994,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Atorvastatin,Blood Test; Health Screening; Ultrasound; Minor Surgery; Vaccination
995,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Simvastatin,Wound Dressing; X-Ray; ECG; Vaccination; Endoscopy
996,The Clinic Group,1 Raffles Quay #09-02,048583,Atorvastatin; Metformin; Lisinopril; Amoxicillin,Blood Test; Physiotherapy; Wound Dressing
997,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Simvastatin; Amlodipine; Salbutamol; Amoxicillin; Paracetamol,X-Ray; Physiotherapy; Ultrasound
998,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Omeprazole; Amoxicillin; Paracetamol; Metformin,Wound Dressing; Endoscopy; X-Ray; Vaccination
999,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Atorvastatin; Amlodipine; Omeprazole,ECG; Physiotherapy; Blood Test
1000,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen; Omeprazole; Salbutamol,Wound Dressing; Vaccination; Physiotherapy; Endoscopy; Ultrasound
